"__mclCluster","cluster node count","EnrichmentMap::Colouring (enrichr.gem)","EnrichmentMap::ES (enrichr.gem)","EnrichmentMap::fdr_qvalue (enrichr.gem)","EnrichmentMap::fwer_qvalue (enrichr.gem)","EnrichmentMap::Genes","EnrichmentMap::GS_DESCR","EnrichmentMap::gs_size","EnrichmentMap::GS_Type","EnrichmentMap::Name","EnrichmentMap::NES (enrichr.gem)","EnrichmentMap::pvalue (enrichr.gem)","name","selected","shared name"
"27","2","0.9985276290625515","NaN","0.001472370937448535","NaN","ALDH1L1|AMD1|SAT2|SAT1|ALDH1L2|CNDP1|CNDP2|ALDH2|CKMT1B|NOS1|L3HYPDH|GAMT|ARG2|ARG1|HOGA1|PRODH2|ALDH3A2|ALDH3A1|ALDH1A3|LOC102724788|ALDH1A2|ALDH1A1|SMS|LAP3|ALDH7A1|ALDH9A1|GOT1L1|OAT|MAOB|MAOA|ODC1|SRM|CKMT2|ALDH3B2|ADH4|ALDH1B1|ALDH3B1|CARNS1|CKB|PRODH|AOC1|NOS2|GOT1|CKM|NOS3|SMOX|CKMT1A|GOT2|AZIN2|PYCR1|PYCR2|PYCR3|AGMAT|ALDH4A1|GATM|DAO|P4HA1|P4HA2|P4HA3|ALDH18A1","Arginine and proline metabolism - Homo sapiens (human),aldehyde dehydrogenase [NAD(P)+] activity","33","ENR,ENR","KEGG:HSA00330,GO:0004030","1.0","0.001472370937448535","aldehyde dehydrogenase activity","false","aldehyde dehydrogenase activity"
"29","2","0.999865571326325","NaN","1.3442867367497886E-4","NaN","GLP1R|GUCY1B1|KCNC2|HTR2B|HTR2C|AKAP6|ADCY2|DEFB1|AHR|ADCY1|INS|AQP1|NUDT4|NPPB|RIMS2|GHRHR|MAPK7|NPPA|ADGRG6|CD36|APOE|SOX9|CAP2|CAP1|EPHA5|KSR1|PDE4D|PDE2A|IRAG1|ADCYAP1|GAL|DGKQ|PDE3A|RAPGEF2|PDE7B|PDE7A|PDE9A|RAPGEF3","cGMP-mediated signaling,cyclic-nucleotide-mediated signaling","25","ENR,ENR","GO:0019934,GO:0019935","1.0","1.3442867367497886E-4","cGMP signalling","false","cGMP signalling"
"28","2","0.9967756046198433","NaN","0.00322439538015674","NaN","CHRM3|RYR2|GUCY1B1|MCTP1|CXCL8|DGKD|KCNC2|PTGDR2|LRRK2|HTR2B|GPR62|PPP1R9A|PPP1R9B|NUDT4|SAMD14|EDNRB|PPP2R1A|CCRL2|CCR9|CCR8|TNFSF11|PLCE1|CCR7|CD36|NOS1|CCR6|CCR5|CCR4|CCR3|CCR2|GUCY1A1|EDN1|EDN2|EDN3|PDPK1|SPHK1|PLA2G4B|KSR2|LAT2|DDAH1|DDAH2|AGTR1|BTK|AGTR2|MCTP2|CX3CR1|FPR1|CXCR5|CXCR4|NDNF|FPR2|CXCR6|INS|CAMKK2|NEUROD1|PPP2CA|HRH1|INPP5A|CXCR1|CXCR3|CXCR2|PLCG2|CCL3|APOE|PLCG1|CCR10|TRPM4|P2RY12|CCR1|XCR1|P2RY11|NOS2|NOS3|PDX1|EIF2AK3|MAFA|SELE|AGT|TPCN2|RCAN1|P2RX4|RCAN2|RCAN3|ACKR4|ACKR3|NMUR2|NMUR1|ACKR2|LACRT|LAT|MCU","nitric oxide mediated signal transduction,second-messenger-mediated signaling","53","ENR,ENR","GO:0007263,GO:0019932","1.0","0.00322439538015674","nitric oxide signalling","false","nitric oxide signalling"
"0","1","0.9987157896782154","NaN","0.00128421032178466","NaN","P2RX7|PMP22|EMP1|ANO6|EMP2|EMP3|MYLK","bleb assembly","7","ENR","GO:0032060","1.0","0.00128421032178466","bleb assembly","false","bleb assembly"
"0","1","0.9999580427001189","NaN","4.1957299881104E-5","NaN","TLNRD1|AVIL|HNRNPU|ABRA|EPS8|ALKBH4|MAEA|RUSC1|COTL1|DAG1|MYOZ3|SYNPO|MYOZ1|TMSB10|MYOZ2|TMOD1|GAS2L3|MAP1S|PRKCE|TPM2|TPM1|VASH2|MRTFA|ACTN4|VASH1|MYL4|ABITRAM|MAP1B|MYL2|MAP1A|MYL3|FSCN1|PFN4|PPP1R42|TLN2|FSCN2|EZR|PFN1|UTRN|VCL|PFN3|PFN2|SPTBN4|MACF1|SPTBN5|FLII|HPCA|TWF2|TWF1|IQGAP2|MEFV|CORO1A|SCIN|MOBP|CALD1|MICAL1|MYO6|ABL1|ABL2|MYH10|VPS16|RDX|MICAL3|MICAL2|PARVA|CGN|GCSAM|PARVB|FHDC1|SSH2|SSH3|CORO2B|PTK2|SSH1|ANLN|CCDC88A|SMTN|KIF18A|PARVG|GIPC1|PIP|TRPV4|CORO7|FXYD5|FERMT2|ITGB1|SPEF1|LRRK2|ARPC1A|FHL3|LDB3|FMN2|SLC6A2|LMOD3|SYNE2|SYNE1|LMOD2|CAPZB|TMSB4X|TMSB4Y|BCL7B|PHACTR3|PHACTR2|PHACTR1|CCR5|EMD|PHACTR4|CAP1|PACRG|DBNL|TNNC2|SHROOM2|COBL|PAWR|MYRIP|SPTB|MTSS1|CEACAM1|SYNPO2L|TMSB15A|TNNT2|TMSB15B|KCNMA1|TNNT3|MYH9|ANG|LCP1|MAPT|ALDOA|DBN1|PRKN|PLEKHH2|SYNPO2|CXCR4|NOD2|LRRC10|ADCY8|ADD1|NCALD|PRICKLE4|ADD2|PDLIM1|LIMA1|PDLIM3|ABLIM1|PDLIM2|NRAP|EPS8L1|TNNI2|TNNI3|EPS8L2|FLNB|DMD|EPS8L3|PDLIM5|GC|GBP1|PDLIM4|PDLIM7|SNCA|CAP2|DMTN|GSN|NOS3|KLHL1|KLHL2|MYO9B|SORBS1|MYO19|MLPH|SPATA32|CAPZA1|MSRB2|P4HB|CDK5R2|MYO1F|MSRB1","actin binding","177","ENR","GO:0003779","1.0","4.1957299881104E-5","actin binding","false","actin binding"
"0","1","0.9987157896782154","NaN","0.00128421032178466","NaN","MESP1|HDAC5|DMPK|SIK1|NRG1|HDAC9|RBM24","regulation of striated muscle cell differentiation","7","ENR","GO:0051153","1.0","0.00128421032178466","striated muscle cell differentiation","false","striated muscle cell differentiation"
"25","2","0.9990003797447832","NaN","9.99620255216833E-4","NaN","ERO1A|VKORC1L1|NCF1|NCF2|NCF4|NUDT2|KEAP1|ZFAND1|PARK7|CHCHD2|ZC3H12A|SESN2|LONP1|ADNP2|AKT1|MPV17|PDK2|PDGFRA|G6PD|DAPK1|PRKCD|TPM1|CYBB|CYBA|VRK2|SELENOS|PRKD1|PLA2R1|TP53|PPIA|ATF4|TMEM161A|PXN|HTRA2|AGAP3|FOXO3|HIF1A|FOXO1|PRDX3|PRDX2|PRDX5|ALDH3B1|PRDX1|ABL1|HMOX1|PPARGC1A|ATG7|RBM11|JUN|PNPT1|CAV1|PYCR1|SLC4A11|FANCC|PYCR2|EIF2S1|PRDX6|MT3|SETX|MSRA|FER|TRPV4|CYCS|NOX4|NOX5|ATM|CPEB2|NOX1|NFE2L2|DDX3X|SRXN1|PYROXD1|LRRK2|SUMO4|PTPRK|PKD2|ANKRD2|GPX2|GPX1|PARP1|CHUK|GPX3|GPX5|GPX8|ARNT|GPX7|FOS|WNT16|MMP9|ETV5|SIRT2|SERPINB6|PIK3CA|CAT|MAPT|PRKAA1|PRKAA2|GSTP1|UCP1|PRR5L|AIF1|EGFR|CAMKK2|ARNTL|MAPK9|MAPK8|ERMP1|RPS3|MGAT3|MAPK1|LRRC8D|ROMO1|STX4|STX2|LRRC8E|STOX1|SNCA|SLC25A24|MAPK3|BRF2|ERCC6L2|TXNRD2|TXNRD1|GSR|AKR1C3|SOD2|SOD3|DHRS2|SOD1|RAD52|CRYGD|CCS|PINK1|FAS|ATP13A2|HSPA1B|HSPA1A","cellular response to oxidative stress,cellular response to chemical stress","113","ENR,ENR","GO:0034599,GO:0062197","1.0","9.99620255216833E-4","oxidative stress","false","oxidative stress"
"5","13","0.999085909923267","NaN","9.14090076733099E-4","NaN","IGHV3-23|C4BPA|C4BPB|F11R|VPREB3|CRHBP|ISLR|VPREB1|PRKACG|C3AR1|AKT1|PRKACA|IGHV3-7|PRKACB|CHID1|CXADR|IGHV3-30|IGHV3-33|CLDN3|PRKAR1B|PRKAR1A|TMEM79|ORAI2|ORAI1|GATA6|PDGFB|GATA5|PDGFA|GATA4|GATA3|IGHV1-69|GATA2|GATA1|C2|C3|CYB5R1|C5|C6|C7|PRKAR2B|PRKAR2A|KCNMB1|C9|KCNMB2|KCNMB3|KCNMB4|PIP5K1C|VTI1B|LYN|IGHV3-11|FN1|IGHV3-13|L1CAM|COL1A1|COL1A2|F13B|HRG|FERMT3|IGHV1-46|TUBA1C|TUBA1B|TUBA1A|OLR1|JAK2|F2|F3|RBSN|F5|F7|SLC7A5|F8|SLC7A6|F9|SLC7A7|VAMP7|SLC7A8|SLC7A9|KCNMA1|PICK1|RAPGEF3|VAMP2|RAPGEF4|APCS|TUBA3E|H3C15|NRAS|TUBA3D|TUBA3C|H3C13|H3C14|H3C11|H3C12|MFN1|SPP2|FLNA|H3C10|MFN2|STX4|LEFTY2|JAM2|JAM3|P2RY12|SLC16A1|CENPE|F13A1|SLC16A8|SLC16A3|IFNA13|IFNA14|IFNA16|IFNA17|IGKV1D-39|IGKV1D-33|TUBA4B|TUBA4A|MAG|JAML|IFNA10|BLK|CPB2|SHC1|RAP1B|IGLV2-11|RAP1A|IGLV2-14|IFNA21|BRPF3|TNFRSF10B|TNFRSF10A|IGKV1D-16|TNFRSF10D|IGKV1D-12|IGLV2-23|HPSE|ITGB1|SNAP25|ITGAM|ITGB3|ITGB2|IGHV1-2|PTEN|ARRB1|PIK3CB|ARRB2|ITGAL|PIK3CG|SPN|CAPZB|ITGAX|HMG20B|ITGAV|MBL2|ITGA4|ITGA3|ITGA2|ITGA1|PIK3CA|LCP2|ITGA6|ITGA5|ITIH4|ITIH3|C1S|SRC|C1R|PRCP|IGHV3-48|SRI|LRP8|CDC42|CDC37L1|FYN|SH2B3|AAMP|SH2B2|SH2B1|SLC12A2|PTPN1|IGHV3-53|PCDH7|CABLES1|SYT15|SYT13|MERTK|CABLES2|SYT17|SYT12|SYT11|SYT10|PTPN6|BCAR1|CD244|JMJD1C|ACTB|C4B|C4A|BSG|KIF21A|KIF21B|EPHB2|ACTN2|ACTN1|MIF|ACTN4|TAGLN2|KIF20A|KIF20B|TP53|STX1A|GRB7|SDC4|SDC2|SDC3|PIK3R3|PIK3R2|PIK3R1|PIK3R6|PIK3R5|SYNGR1|RAB11FIP1|SYNGR2|RACGAP1|APOH|MICAL1|TSPAN7|H3C1|H3C3|H3C2|APOE|APOB|A2M|RAB11FIP2|H3C4|H3C7|H3C6|RAB11FIP5|YES1|IGF2|RAB27B|IGF1|PPBP|PTK2|TF|CALU|SDC1|CALM1|RCOR1|IGHM|ECM1|KIF12|CTSW|SLC7A11|KIF11|SLC7A10|C8B|C8A|KIF15|GNGT1|AKAP10|PPP3CB|GNGT2|KIF19|C8G|PCLO|RAC2|KIF1C|SDF4|KIF1B|QSOX1|CD36|KIF1A|RAC1|CD34|CAP1|H3C8|FCER1G|SYK|KIF25|KIF23|KIF22|KIF6|KIF27|AJAP1|KIF9|KIF2A|CD48|KIF2C|CD47|KIF2B|CD46|CD44|CD63|SELPLG|GNAI3|GNAI1|GNAI2|GPC1|CD59|CD58|CD55|CD74|IGKV1-5|VEGFB|VEGFC|VEGFD|VEGFA|CFHR2|KIF26A|CFHR1|KIF26B|CFHR4|CFHR3|CFHR5|EPPK1|FOXA2|CD84|MPL|PLAT|PLAU|KIF5B|KIF5A|ENPP4|FAM3C|PDGFRA|HBE1|IRAG1|CASK|PROCR|DOK2|TMX3|MASP2|MASP1|RAF1|PPIA|VCL|TMED10|RASGRP2|RASGRP1|KIF3B|IGLV6-57|CLTRN|KIF3A|IGKV3-15|KIF3C|IGKV3-11|CD99|SYT5|SYT4|SYT3|SYT2|HBG2|SYT1|HBG1|RARRES2|CAV1|CYRIB|SYT9|SYT8|SYT7|SYT6|PROC|KIF4B|GNAQ|KIF4A|GNB2|GNB1|GNB4|GNAS|GNB3|GNB5|IGKV3-20|LGALS3BP|PLEK|ATP2A3|ATP2A2|ATP2A1|IGLC3|IGLC2|MMP1|PDPK1|PLA2G4A|SYNGR3|YWHAZ|MMRN1|IRF1|IRF2|TUBAL3|SLC3A2|IGLV3-1|GNG3|GNG2|GNG5|GNG4|IGKV1-39|GNG7|GNG8|IGKV1-33|EGF|IGKV5-2|ATP2B4|ATP2B3|ATP2B2|HS3ST5|ATP2B1|MAPK14|SOD1|CD2|CD9|TEK|SERPINE2|SERPINE1|ABCA12|IGKV1-16|IGKV1-17|GNAT3|MYB|IGKV1-12|PRKCG|PRKCH|PRKCB|PRKCE|PRKCD|SERPINF2|PRKCA|GTPBP2|SYTL4|FCAMR|SERPING1|PRKCQ|NHLRC2|CFB|CFD|TPH1|CFH|CFI|ENDOD1|A1BG|PRKCZ|GLG1|PLCG2|ST3GAL4|PLCG1|IGHA1|IGHA2|S100A10|NFE2|SNAPIN|APOOL|GP6|GP5|PAFAH2|EHD1|EHD2|GP9|EHD3|SERPINA3|SERPINA1|SERPINA4|SERPINA5|C1QTNF1|TMSB4X|TIMP3|TIMP1|PF4V1|SERPINB2|ANXA2|AHSG|ANXA5|ITPK1|SERPINB8|SERPINB6|APBB1IP|TUBB2B|TUBB2A|KIFC2|KIFC1|GAS6|MGLL|IGLV3-19|SERPINC1|IGLV3-25|IGLV3-27|EPCAM|IGLV3-21|ALOX5|DMTN|F10|SERPIND1|F12|F11|TUBB4B|TUBB4A|SLC8A3|IGLL1|PCYOX1L|KLKB1|PF4|DGKG|DGKE|DGKD|RAB3A|DGKB|DGKA|PROS1|ITGA2B|CLU|FGF2|TNF|SLC8A1|SLC8A2|ABHD12|TUBB8|RIMS2|RIMS1|TUBB6|RIMS3|GRB14|TUBB3|LAMP2|TUBB1|CFL1|CD177|F2R|DGKZ|RAB31|STIM1|DGKQ|ADTRP|DGKK|PHLDB2|DGKI|DGKH|ITPR1|IGHV4-59|ITPR2|AK3|ABHD6|ITPR3|KLC1|KNG1|PHF21A|KLC4|VTN|KLC3|KLC2|IGLV1-40|IGLV1-47|TBXA2R|PSAP|IGLV1-44|ABL1|TUBB8B|SCCPDH|IGLV1-51|CDK5|ITGA10|MAFG|ALB|CDK2|MAFF|MAFK|ESAM|RAB5A|LAT|TUBA8|DAGLA|WDR1|IGHV4-34|IGHV4-39|TREM1|THBD|SIN3A|PHACTR2|PRKG2|CLEC1B|TRPC7|CR2|TRPC6|CR1|TRPC3|VWF|IGKV3D-20|APOA1|ADRA2C|ADRA2B|ADRA2A|LCK|DNAJC5|PECAM1|SOS1|DAGLB|CRK|IGHV2-70|HDAC2|IGHV2-5|HDAC1|PLG|TTN|CLEC3B|RAB26|P2RY1|CSK|ANGPT4|PPIL2|ANGPT2|ANGPT1|PTPN11|P2RX7|RAB10|P2RX6|P2RX5|P2RX4|P2RX3|P2RX2|P2RX1|VPS45|APP|SPARC|IGLV2-8|PPP2R1B|PPP2R1A|HABP4|VSIG4|KIFAP3|MYOZ1|KRT1|PSG1|PSG3|PSG2|PSG9|PSG8|IGKV2D-28|PSG5|PSG4|CD109|PSG7|PSG6|IGKV4-1|ZFPM2|TLN1|PFN1|ZFPM1|GYPA|STXBP3|IGKV2D-30|GYPC|PDE1B|GYPB|TEX264|PDE1A|STXBP1|STXBP2|CD99L2|GNG10|INPP5D|OTOF|CARMIL1|IGKV2D-40|PDE2A|GNG12|GNG11|MANF|GNG13|MAGED2|IFNA5|IFNA4|IFNA7|ORM1|IFNA6|IFNA1|IFNA2|OLA1|HBB|HBD|IFNA8|ORM2|JCHAIN|C1QBP|KIF13B|HRAS|H3-3A|H3-3B|VAV3|EDN1|GP1BB|RHOG|GP1BA|RHOA|VAV1|RHOB|VAV2|RAD51B|CEACAM3|CEACAM1|RAD51C|CEACAM6|CEACAM5|CLDN19|CEACAM8|ALDOA|TOR4A|C1QB|C1QA|AKAP1|PPP2CA|PPP2CB|PDPN|LY6G6F|IFNB1|LHFPL2|RAB11B|FAP|CR1L|CAPZA1|CAPZA2|F2RL1|F2RL2|F2RL3|C1QC|GUCY1B1|KDM1A|SIRPG|DOCK10|DOCK11|SIRPA|GUCY1A2|GUCY1A1|HGF|APLP2|ATP1B3|ATP1B2|ATP1B1|KIF16B|SELENOP|SCG3|PRTN3|STEAP2|PDE9A|C5AR1|PSG11|ARHGAP17|CPLX2|CPLX1|CPLX4|CPLX3|SCIN|THPO|TGFB2|CBX5|MPIG6B|TGFB1|HSPA5|TGFB3|IGLV7-43|SELE|SELP|KIF18A|KIF18B|SELL|DOCK6|DOCK5|DOCK4|DOCK3|DOCK9|DOCK8|DOCK7|PPP2R5E|IGKV2-28|BDKRB2|BDKRB1|NOS1|SRGN|FGB|ABCC4|FGA|PTGIR|FGG|PLAUR|PPP2R5B|PPP2R5A|PPP2R5D|PPP2R5C|FGR|MYH9|PDE5A|DOCK2|DOCK1|IGKV2-30|TFPI|THBS1|GNA13|GNA14|GNA15|PDE11A|GNA11|GNA12|MAPK1|CLASP1|MAPK3|SNCA|CLASP2|NOS2|NOS3|WEE1|PDE10A","Hemostasis,negative regulation of coagulation,Platelet degranulation,negative regulation of blood coagulation,negative regulation of hemostasis,regulation of blood coagulation,Response to elevated platelet cytosolic Ca2+,Complement and coagulation cascades - Homo sapiens (human),regulated exocytosis,Nitric oxide stimulates guanylate cyclase,cGMP effects,negative regulation of wound healing,platelet degranulation","113","ENR,ENR,ENR,ENR,ENR,ENR,ENR,ENR,ENR,ENR,ENR,ENR,ENR","REAC:R-HSA-109582,GO:0050819,REAC:R-HSA-114608,GO:0030195,GO:1900047,GO:0030193,REAC:R-HSA-76005,KEGG:HSA04610,GO:0045055,REAC:R-HSA-392154,REAC:R-HSA-418457,GO:0061045,GO:0002576","1.0","9.14090076733099E-4","coagulation and complement ; nitric oxide","false","coagulation and complement ; nitric oxide"
"24","3","0.9999901952903955","NaN","9.804709604512172E-6","NaN","ITGA2B|TNF|SLC8A1|ACTB|SLC8A2|ACTG1|GJA1|CDH2|PRKACG|DAG1|PRKACA|PRKACB|PRKAB2|ACTN3|TPM4|ACTN2|TPM3|CACNA2D1|TPM2|TPM1|CACNA2D3|CACNA2D2|CACNA2D4|PRKAB1|CACNB1|CACNB2|CACNB3|CACNB4|ADCY9|MYL2|MYL3|PKP2|DSC2|TCF7|CACNA1D|ADRB1|CACNA1C|CACNA1F|CACNA1S|TGFB2|TGFB1|ACE|JUP|TGFB3|IGF1|IL6|ITGA10|ITGA11|GNAS|ITGB1|RYR2|ITGB5|ITGB4|ITGB3|ATP2A3|PRKAG1|ATP2A2|PRKAG2|ATP2A1|PRKAG3|SGCD|LOC102723407|SGCA|SGCB|ITGB8|ITGAV|ITGB7|ITGB6|EMD|SGCG|DSP|MYBPC3|EDN1|ITGA4|ITGA3|ITGA2|TNNC1|ITGA1|TNNT2|ITGA8|ITGA7|DSG2|ITGA6|ITGA5|MYH6|ITGA9|MYH7|PRKAA1|PRKAA2|LAMA2|LAMA1|LEF1|ADCY4|ADCY3|ADCY2|ADCY1|ADCY8|ADCY7|ADCY6|ADCY5|TTN|CACNG6|CACNG7|CACNG8|PLN|LMNA|CTNNA1|CTNNA3|DMD|TNNI3|CTNNA2|CACNG1|CACNG2|CACNG3|CACNG4|CACNG5|TCF7L2|TCF7L1|AGT|SLC8A3|DES|ACTC1|CTNNB1","Arrhythmogenic right ventricular cardiomyopathy - Homo sapiens (human),Dilated cardiomyopathy - Homo sapiens (human),Hypertrophic cardiomyopathy - Homo sapiens (human)","87","ENR,ENR,ENR","KEGG:HSA05412,KEGG:HSA05414,KEGG:HSA05410","1.0","9.804709604512172E-6","cardiomyopathy","false","cardiomyopathy"
"19","3","0.9960662337744391","NaN","0.003933766225560896","NaN","PHF2|FOXE1|PRKCSH|CITED2|SRP54|PCSK9|SIX1|TCF21|PRL|PKD2|ARHGAP35|GLI2|SOX2|SOX3|NIPBL|SHH|SALL1|ZIC3|MDK|SIX3|SOX9|CDK5RAP3|NKX3-1|EPHB3|NKX2-8|CCDC39|ANXA1|RIPK3|DNAAF1|ARID5B|COBL|LSR|NRG1|PROX1|TGFBR1|DKK3|TGFBR3|PAX8|HAND2|EZR|MET|CCDC40|GCM2|CEBPA|CEBPB|IGSF3|NOTCH4|CEBPG|ZBTB1|AURKA|SLC9A3R1|WNT11|NKX2-1|HESX1|NPHP3|HES1|FADD|PCK1|NKX2-5|E2F7|WNT4|E2F8|PCK2|STRA6|TBX1|XBP1|WNT10A|TGFB3|CAV1|MSN|NR0B1|GFER|ALOX15B|TBX3|SOD1|IL6|TG|WT1|NF1|HOXD3|PTF1A|TDGF1|FGFR2|FGF10","hepaticobiliary system development,liver development,gland development","41","ENR,ENR,ENR","GO:0061008,GO:0001889,GO:0048732","1.0","0.003933766225560896","gland development","false","gland development"
"0","1","0.9959253398352295","NaN","0.00407466016477053","NaN","VMP1|UNC119B|LRP1|PRKCB|UNC119|MIA3|PPARG|CD36|APOB|ZDHHC17","lipoprotein transport","10","ENR","GO:0042953","1.0","0.00407466016477053","lipoprotein transport","false","lipoprotein transport"
"13","5","0.9990226192478234","NaN","9.773807521765699E-4","NaN","SLC35B3|SLC35B2|CHPF|HPSE2|XYLT2|XYLT1|HS6ST1|HS6ST2|HS6ST3|NDST2|NDST1|NAGLU|NDST4|NDST3|CHP1|CSGALNACT1|GLCE|CSGALNACT2|OMD|KERA|HSPG2|BCAN|CEMIP|SLC26A2|HS3ST3A1|SLC26A1|SDC4|SDC2|SDC3|SLC35D2|HMMR|GNS|SLC9A1|CHST11|CHST12|DSEL|CHST15|ST3GAL4|CHST13|ST3GAL6|CHST14|ST3GAL1|ST3GAL2|ARSB|ST3GAL3|B3GALNT1|SLC10A7|FUCA1|B3GALT6|B3GALT5|EXT1|EXT2|B4GAT1|UST|OGN|SDC1|CSPG5|CSPG4|HPSE|B4GALT2|B4GALT3|B4GALT1|NCAN|HEXB|HEXA|STAB2|HS2ST1|SGSH|HYAL1|HYAL2|B3GALT2|DSE|HYAL3|B3GALT1|HYAL4|IDS|GUSB|HS3ST3B1|CHST9|HGSNAT|CHST6|CHST7|CHPF2|ABCC5|BGN|DCN|UGDH|VCAN|B3GNT9|B3GNT8|B3GNT7|B3GNT6|IL1B|B3GNT4|B3GNT3|B3GNT2|CHST1|PXYLP1|B4GALT6|CHST5|B4GALT7|CHST2|B4GALT4|CD44|CHST3|B4GALT5|IDUA|PRELP|CLN6|PAPSS2|PAPSS1|ACAN|EXTL2|EXTL1|CHSY1|GPC1|HAS1|GPC3|GCNT2|HAS3|GPC2|HAS2|GPC5|CHSY3|GPC4|GPC6|EXTL3|GALNT5|ANGPT1|B3GAT3|LUM|B3GAT2|B3GAT1|HS3ST5|HS3ST6|LYVE1|HS3ST4|HS3ST1|HS3ST2|GALNS|GLB1L|GLB1|AGRN|FMOD","glycosaminoglycan biosynthetic process,glycosaminoglycan metabolic process,Glycosaminoglycan metabolism,Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human),aminoglycan biosynthetic process","69","ENR,ENR,ENR,ENR,ENR","GO:0006024,GO:0030203,REAC:R-HSA-1630316,KEGG:HSA00534,GO:0006023","1.0","9.773807521765699E-4","glycosaminoglycan synthesis","false","glycosaminoglycan synthesis"
