gene_id	gene_symbol	log2FC	basemean	pval	padj
ENSG00000167191.12	GPRC5B	1.40640138883432	546.228769626986	1.21363337094767e-08	3.19061736419345e-06
ENSG00000182585.10	EPGN	1.22160877800908	1475.00890305447	1.20744081138776e-08	3.19061736419345e-06
ENSG00000111424.12	VDR	1.30487171272543	372.199551675139	1.79998073311779e-08	4.63747036080467e-06
ENSG00000144583.5	MARCHF4	2.07061420375633	1968.70386992145	2.00427273050766e-08	5.06255712047053e-06
ENSG00000151136.15	BTBD11	-1.37233879593839	1321.36234568823	2.30244768100984e-08	5.70387135130167e-06
ENSG00000135636.14	DYSF	1.10945797179258	3132.46607665925	2.36303779367148e-08	5.74351940718415e-06
ENSG00000101265.16	RASSF2	1.34174264471209	270.05172969347	2.73663188016873e-08	6.52838738524697e-06
ENSG00000103489.12	XYLT1	2.36562391552589	1573.68681198865	3.0573546220878e-08	7.16088040758819e-06
ENSG00000169826.8	CSGALNACT2	0.821795208201813	2106.46742140437	3.22857361960634e-08	7.42687238710159e-06
ENSG00000180447.7	GAS1	-1.36404959427615	2037.20474546065	3.79589911765409e-08	8.57873200589824e-06
ENSG00000198768.11	APCDD1L	1.13539696287189	871.920015227121	4.30926007401282e-08	9.57101521955744e-06
ENSG00000130203.10	APOE	-2.23241475045077	1133.24768680695	4.99660631954498e-08	1.09095394251489e-05
ENSG00000159674.12	SPON2	-2.15123364203995	589.649435913365	5.20663875261965e-08	1.11786534018744e-05
ENSG00000157168.20	NRG1	1.3460291625551	962.452638744921	5.78085247986579e-08	1.22080232205953e-05
ENSG00000175137.11	SH3BP5L	1.10364541192075	1807.71526576115	7.32833346783548e-08	1.52263857633317e-05
ENSG00000182575.8	NXPH3	2.09332397516385	1082.28208544267	7.52141099940306e-08	1.53794946816366e-05
ENSG00000171303.7	KCNK3	1.38188618969422	648.601222112285	7.6496699179463e-08	1.53973512317163e-05
ENSG00000100003.18	SEC14L2	1.36905045509982	690.969179570784	8.81583254874644e-08	1.72069022565078e-05
ENSG00000070614.15	NDST1	1.2191504029851	6307.40625921666	8.76639127570883e-08	1.72069022565078e-05
ENSG00000134871.19	COL4A2	1.15875120235645	35477.2655518266	1.49087081584493e-07	2.86647729100215e-05
ENSG00000167772.12	ANGPTL4	4.22146760693358	845.339840579537	1.59407841889849e-07	3.01984091062504e-05
ENSG00000086991.13	NOX4	4.03133153346443	52.7114016760224	1.67707311417558e-07	3.05067798994708e-05
ENSG00000126803.9	HSPA2	-1.217381196359	414.071984497899	1.68140146938552e-07	3.05067798994708e-05
ENSG00000106123.12	EPHB6	-1.66381070773122	994.160689211692	1.66165298022208e-07	3.05067798994708e-05
ENSG00000099860.9	GADD45B	1.79889867089827	798.307430257513	1.84858086505543e-07	3.307419264395e-05
ENSG00000110427.16	KIAA1549L	1.90024479518776	455.826200529889	1.92319263611856e-07	3.3541961627031e-05
ENSG00000128590.5	DNAJB9	0.750185655937727	1018.50530030971	1.9268010870985e-07	3.3541961627031e-05
ENSG00000165891.16	E2F7	1.12214364626417	394.656018780336	1.97066322337258e-07	3.38481115246475e-05
ENSG00000122884.12	P4HA1	1.106897359678	1862.62512703906	2.08874274664431e-07	3.5404189555621e-05
ENSG00000140416.23	TPM1	1.42419567658884	25327.8596638078	2.16572497064005e-07	3.58126834584981e-05
ENSG00000086062.13	B4GALT1	1.01193050997409	4242.71828836221	2.16844380512564e-07	3.58126834584981e-05
ENSG00000164040.18	PGRMC2	0.573770303701685	2692.87200683469	2.61223781078744e-07	4.25960094665365e-05
ENSG00000143768.13	LEFTY2	3.99335247803479	95.5711753180282	2.7151580905717e-07	4.37208331534308e-05
ENSG00000136010.14	ALDH1L2	0.879551036507792	743.204242765821	2.99210247616581e-07	4.75855112320592e-05
ENSG00000134986.14	NREP	2.2045779542877	259.43025510241	3.18267116078405e-07	4.99989876746588e-05
ENSG00000176915.15	ANKLE2	0.751501578559883	1706.22693697245	3.22551765330539e-07	5.00615884456386e-05
ENSG00000146674.15	IGFBP3	1.82494287283474	13346.4128313139	3.57276530757611e-07	5.47909079668994e-05
ENSG00000196923.14	PDLIM7	0.729690839608629	9259.75257741766	3.69926044542794e-07	5.60633800682385e-05
ENSG00000117318.9	ID3	1.11364231092054	5081.05493522459	3.7535974952868e-07	5.6225398760796e-05
ENSG00000081052.13	COL4A4	1.49978343675949	320.341190611735	4.09954044755132e-07	6.07014713165012e-05
ENSG00000126016.15	AMOT	-1.68063947996082	221.629439934806	4.28331019321551e-07	6.27018203511388e-05
ENSG00000159403.18	C1R	-1.84493393369071	4159.02367702226	4.40088880755865e-07	6.36991568752478e-05
ENSG00000138735.16	PDE5A	-1.56166045936257	3600.37068820527	4.7311264934508e-07	6.77181905429257e-05
ENSG00000149256.16	TENM4	2.28637670857536	810.113131805789	4.84159751063767e-07	6.78076935101091e-05
ENSG00000131435.13	PDLIM4	0.869390633870284	2826.08907630733	4.89529226551789e-07	6.78076935101091e-05
ENSG00000163431.13	LMOD1	-1.22417671804438	7061.11821477948	4.85792844264829e-07	6.78076935101091e-05
ENSG00000110002.16	VWA5A	-0.818975047936371	1000.33447169508	5.05681890141056e-07	6.92999373276285e-05
ENSG00000072952.18	IRAG1	-0.975977503851825	3975.96141297134	5.86794042826755e-07	7.95692722073079e-05
ENSG00000136603.14	SKIL	1.37214067545047	448.620151457615	6.89445099442951e-07	9.20320627927388e-05
ENSG00000102575.13	ACP5	-2.28347390315696	94.9458937755505	6.92991002243104e-07	9.20320627927388e-05
ENSG00000099282.10	TSPAN15	2.25013142267805	270.306926241197	7.67003401409824e-07	0.000100821814458789
ENSG00000145348.17	TBCK	-0.714145068675329	591.920170856102	8.34204014196511e-07	0.000108547637483631
ENSG00000101670.12	LIPG	1.4625261862965	387.727371726547	9.10807903770878e-07	0.000117330274163764
ENSG00000158008.10	EXTL1	1.72290220111422	1943.61304632058	1.01600250852323e-06	0.00012958558727521
ENSG00000077157.22	PPP1R12B	-1.79036156048294	3208.84566367764	1.02723222218915e-06	0.000129733387120006
ENSG00000205213.14	LGR4	0.856365518587507	500.530380771316	1.07902350074692e-06	0.000134951269287591
ENSG00000172137.19	CALB2	1.60717496750237	187.890179189799	1.09135539489475e-06	0.000135181155740713
ENSG00000143387.13	CTSK	-1.56356697207191	35658.0926752578	1.29669517050131e-06	0.00015908597320379
ENSG00000122254.7	HS3ST2	2.78290219979306	164.633451909327	1.38477427077594e-06	0.000168289265623921
ENSG00000173457.11	PPP1R14B	0.687319686731257	3719.61925925477	1.52248921774901e-06	0.000183296318720025
ENSG00000135074.16	ADAM19	1.78740044825322	2694.89183277453	1.60508640315652e-06	0.000191451139309836
ENSG00000106636.8	YKT6	0.632963228219073	4752.21330398459	1.66997822839788e-06	0.00019736384897451
ENSG00000079819.19	EPB41L2	-0.797471809980004	2174.43317081746	1.83544007687589e-06	0.000214946718821047
ENSG00000075223.14	SEMA3C	1.06396079303265	2024.83627996261	1.85635104849511e-06	0.000215437064925351
ENSG00000147889.17	CDKN2A	0.832894701399593	2923.01373640002	1.94714785355185e-06	0.000222076979520718
ENSG00000072210.19	ALDH3A2	-1.23577219311796	916.052603546425	1.94804368000629e-06	0.000222076979520718
ENSG00000112715.24	VEGFA	0.817176544143037	2388.22480537161	2.41505911628929e-06	0.00027290168014069
ENSG00000164418.20	GRIK2	1.60111784862546	332.614520928391	2.48001859283382e-06	0.000277805213155524
ENSG00000140564.12	FURIN	0.792311076472461	4495.52213513005	2.56959114931939e-06	0.000285357527461486
ENSG00000100350.14	FOXRED2	-0.846015012463845	850.210736749993	2.65552143652738e-06	0.000292379719190989
ENSG00000071282.12	LMCD1	2.37247277643759	135.381313762853	2.70357769645359e-06	0.000295148202421314
ENSG00000162733.19	DDR2	-0.619539810802937	6110.22855916663	2.96098032435312e-06	0.000320532340658126
ENSG00000006327.14	TNFRSF12A	1.06875213699834	6908.97292668916	3.02085982462637e-06	0.000324289302173641
ENSG00000163975.12	MELTF	-0.964879341924424	454.989608499773	3.18749827009519e-06	0.000339350022441043
ENSG00000163884.4	KLF15	-1.79149501173424	108.090748872063	3.4902017050206e-06	0.000368530970197339
ENSG00000125430.9	HS3ST3B1	2.650836526774	145.62851909817	3.54401282510251e-06	0.000371170513926589
ENSG00000137868.19	STRA6	2.31286827949989	289.502617333565	3.60440607674717e-06	0.000374451282908524
ENSG00000181458.10	TMEM45A	0.689084627968482	874.499296254584	3.65712093799082e-06	0.000376888255385582
ENSG00000141696.13	P3H4	0.825910019525388	1687.1677102383	3.77421331007916e-06	0.000385868379844759
ENSG00000116774.12	OLFML3	-1.37259206575425	2073.66240086415	3.86306977607094e-06	0.000391843030357054
ENSG00000107984.10	DKK1	1.91702177194859	3103.7819909399	3.97869801743939e-06	0.000400418655161361
ENSG00000105290.13	APLP1	0.767806481061598	851.637535135023	4.14979340055354e-06	0.000414400299115742
ENSG00000139645.10	ANKRD52	0.550683637631564	3910.76528768775	4.24551022351818e-06	0.000420697405379701
ENSG00000130635.16	COL5A1	1.33386175554344	4174.01962986026	4.29967659374954e-06	0.000422812472371615
ENSG00000134333.14	LDHA	1.50291729068885	18240.6894587392	4.3634093296313e-06	0.000425829083214473
ENSG00000166147.14	FBN1	0.960912698363026	8629.82347303627	4.4485024997811e-06	0.000430869242121655
ENSG00000173530.6	TNFRSF10D	0.853179508474631	2078.1977463149	4.50570293100931e-06	0.000433152725054194
ENSG00000120742.11	SERP1	0.539464334676761	3516.9548204756	4.77483632759817e-06	0.000455625493126812
ENSG00000279415.1	AC099494.2	2.41892494591251	31.6949807565629	4.82612648521674e-06	0.000457133539577663
ENSG00000100065.15	CARD10	-1.28519954778406	143.192768469146	4.89425673872312e-06	0.000460203031446943
ENSG00000117385.16	P3H1	0.833676703575307	2119.62209957937	5.00251774748581e-06	0.000464465399526709
ENSG00000182612.10	TSPAN10	-0.992381160862431	2225.06889858954	5.01169775921538e-06	0.000464465399526709
ENSG00000100979.15	PLTP	-1.35315317030073	3578.8213394801	5.7576395227801e-06	0.000529785088088952
ENSG00000164236.12	ANKRD33B	-2.12120419035822	396.640218163171	5.99711908040047e-06	0.000547907007047651
ENSG00000176438.12	SYNE3	-1.95729178605767	386.243516643098	6.06010628410146e-06	0.000549762599660528
ENSG00000155090.15	KLF10	1.29631354658193	394.416829395497	6.25707618626198e-06	0.000559747607162687
ENSG00000165821.12	SALL2	-0.89885051250868	359.965536158778	6.24969130487622e-06	0.000559747607162687
ENSG00000087085.15	ACHE	1.88076126199425	50.6835718395803	6.90748150298269e-06	0.000605320930077707
ENSG00000115275.14	MOGS	0.685335298441797	2221.8637369078	6.86512822718064e-06	0.000605320930077707
ENSG00000111907.21	TPD52L1	-1.33676549873872	1284.87421363376	6.87709922021947e-06	0.000605320930077707
ENSG00000082438.17	COBLL1	-0.952205115523504	1104.20897821465	7.00497230479915e-06	0.000605624518324985
ENSG00000173599.15	PC	-1.03483772415214	740.623269049133	6.9935734780421e-06	0.000605624518324985
ENSG00000128655.18	PDE11A	1.57508826906408	148.377580327287	7.86779208035431e-06	0.000675685983860828
ENSG00000141526.17	SLC16A3	1.1429048185615	5142.48639864183	8.02704783623887e-06	0.000684416610795387
ENSG00000135048.14	CEMIP2	1.1045856014287	959.371772073793	8.09727251710639e-06	0.000684416610795387
ENSG00000184785.6	SMIM10	-0.81280252174532	420.096566024719	8.12884190744405e-06	0.000684416610795387
ENSG00000162645.13	GBP2	-1.05484776824331	1490.66777275587	9.39493642675206e-06	0.000785880331489741
ENSG00000198846.6	TOX	-1.17581887967076	114.211749265929	9.6723145468839e-06	0.000803862941890054
ENSG00000108950.12	FAM20A	-2.34767656132596	465.11910257617	1.00201929091428e-05	0.000827436699074218
ENSG00000164465.19	DCBLD1	1.25364831148535	467.409701518768	1.0226301119553e-05	0.000839077777210708
ENSG00000143878.10	RHOB	0.753854171292267	2241.12577862734	1.09072005811231e-05	0.000889282011936889
ENSG00000143933.19	CALM2	0.902046305495075	10841.6398884526	1.18479120891622e-05	0.000959904424733256
ENSG00000006534.16	ALDH3B1	-1.00690131651935	1168.57529140653	1.24015534777542e-05	0.000998480074377684
ENSG00000018236.15	CNTN1	-1.03469150863112	1418.16578494146	1.25941621841577e-05	0.00100768942395229
ENSG00000152422.16	XRCC4	1.60399678506418	214.796760951634	1.26949499701707e-05	0.00100948361429469
ENSG00000164125.15	GASK1B	-1.17092441867719	1150.76589400051	1.28058053486133e-05	0.00101205143865544
ENSG00000075420.13	FNDC3B	0.834011729339696	2570.78318796637	1.3057870635773e-05	0.00101946357290926
ENSG00000157110.16	RBPMS	-0.63058470949518	3129.96763614803	1.30255304628144e-05	0.00101946357290926
ENSG00000187240.16	DYNC2H1	-0.747179859631108	701.469279952006	1.34065491081128e-05	0.00104038051572716
ENSG00000102683.8	SGCG	2.01517346378837	108.498020305685	1.35763756458498e-05	0.00104101708970141
ENSG00000101680.15	LAMA1	-1.71741475774323	406.896041612395	1.35520974612966e-05	0.00104101708970141
ENSG00000168811.7	IL12A	1.81501006951125	159.370271087099	1.50659348098849e-05	0.00114838608399652
ENSG00000162407.9	PLPP3	-0.742562177786456	3670.70322779814	1.51549164942873e-05	0.00114838608399652
ENSG00000099337.5	KCNK6	1.51127531158086	147.681698716763	1.61933347967175e-05	0.00121989788801938
ENSG00000113328.19	CCNG1	-0.493057506167242	3157.51091021571	1.68413262101196e-05	0.00126133700138814
ENSG00000049540.17	ELN	2.33896042594011	180.480068439815	1.75429998928389e-05	0.00130629436196272
ENSG00000159363.19	ATP13A2	0.891995530924908	2470.41565013979	1.80596554068375e-05	0.00133480392946058
ENSG00000189067.13	LITAF	-0.821689275788127	2478.09436038416	1.81331072547432e-05	0.00133480392946058
ENSG00000102996.5	MMP15	0.695475575657186	1640.50032549993	1.89392972533163e-05	0.00138622742737057
ENSG00000006747.15	SCIN	-1.34904379877892	3929.01910879772	1.94731170670096e-05	0.00141724685908033
ENSG00000168497.5	CAVIN2	-1.04718355038573	404.928060861768	2.19620054620352e-05	0.00158940760877493
ENSG00000168874.13	ATOH8	0.728361796500799	1568.05295158616	2.29780166328499e-05	0.00165364698471717
ENSG00000243927.6	MRPS6	-0.827761116442646	621.109588307684	2.31072957850911e-05	0.00165371213501968
ENSG00000126561.16	STAT5A	-0.88040406544878	529.39746197123	2.35022073734472e-05	0.00167268196345164
ENSG00000137522.18	RNF121	0.71862874739327	507.886427269308	2.377735588326e-05	0.00167376993709375
ENSG00000164220.7	F2RL2	-1.50452195421618	512.361743790721	2.37466352747815e-05	0.00167376993709375
ENSG00000157680.15	DGKI	0.774581464472924	1298.90036360871	2.39743727284962e-05	0.00167846668200265
ENSG00000109610.6	SOD3	-1.06672916469936	1856.44756339163	2.44539328581315e-05	0.00168616597945783
ENSG00000159212.12	CLIC6	-1.0844920855133	524.885136609191	2.44770251636869e-05	0.00168616597945783
ENSG00000132170.22	PPARG	-1.13150359151735	260.80361656801	2.4449025656306e-05	0.00168616597945783
ENSG00000144655.15	CSRNP1	1.21195255270508	366.759817628136	2.4901262397297e-05	0.00169208193443524
ENSG00000186564.6	FOXD2	-0.70773144704521	356.398142868653	2.49033153427393e-05	0.00169208193443524
ENSG00000151491.14	EPS8	-0.770921689915364	4213.33679087987	2.49569606848856e-05	0.00169208193443524
ENSG00000082781.12	ITGB5	0.976049477547847	13491.1944733774	2.51036635833126e-05	0.00169311724754049
ENSG00000231131.8	LNCAROD	3.22475317645541	33.5192641609295	2.54477835428761e-05	0.00170738722707984
ENSG00000183780.13	SLC35F3	1.88656648102573	69.6513690155397	2.58886292654914e-05	0.00172796539998995
ENSG00000103335.22	PIEZO1	0.679017749003244	9618.47030799858	2.70007403565685e-05	0.00178371044755547
ENSG00000071242.12	RPS6KA2	-0.84572580254619	1424.55978463125	2.69595006102556e-05	0.00178371044755547
ENSG00000136888.7	ATP6V1G1	0.594808849662932	3665.80037913096	2.78509057798462e-05	0.00183048657273459
ENSG00000212724.3	KRTAP2-3	2.58614785574215	136.612025281193	2.89524779629639e-05	0.00189322751837005
ENSG00000137409.19	MTCH1	0.645553630082336	8911.34220153835	2.99102747273167e-05	0.00194598060119845
ENSG00000116117.18	PARD3B	-0.780380100643657	656.804809561808	3.01099877952242e-05	0.00194912996370894
ENSG00000168528.12	SERINC2	0.668903351628791	1990.67714146905	3.04881532530995e-05	0.00196374195103214
ENSG00000089639.11	GMIP	0.65914888819023	393.113208667382	3.11585722488444e-05	0.00198705310747333
ENSG00000161091.13	MFSD12	0.607164678046046	1733.34666559132	3.11357838947864e-05	0.00198705310747333
ENSG00000137877.10	SPTBN5	1.85928453309504	89.916191504945	3.24364252374425e-05	0.00205835482713662
ENSG00000105894.12	PTN	-0.84927388781537	648.540496208812	3.29461673276978e-05	0.00208045356625198
ENSG00000184640.19	SEPTIN9	-0.511186815858639	7057.09729072279	3.33451969929188e-05	0.00208520790127563
ENSG00000177363.5	LRRN4CL	-1.23233624364748	971.863589713432	3.33117931074897e-05	0.00208520790127563
ENSG00000173641.17	HSPB7	0.68170010112906	2053.47688073535	3.48849788026875e-05	0.00216052065834721
ENSG00000185565.12	LSAMP	-1.13911598228762	327.672088969904	3.47897488751116e-05	0.00216052065834721
ENSG00000251493.5	FOXD1	1.01344604205541	362.336952359051	3.53242946561693e-05	0.00217726107062571
ENSG00000145817.17	YIPF5	0.798848509226244	2179.88308697344	3.60521775914619e-05	0.00219067996100572
ENSG00000134531.10	EMP1	-1.14363894888888	850.819090026481	3.57786764706273e-05	0.00219067996100572
ENSG00000125378.16	BMP4	-1.22837881509281	434.330721453621	3.59237125132206e-05	0.00219067996100572
ENSG00000069702.11	TGFBR3	-0.980652054492642	1271.20821417314	3.66789245214338e-05	0.00221830002669066
ENSG00000116584.20	ARHGEF2	-0.526002814022609	2037.68167923327	3.74322938816068e-05	0.00225328415786383
ENSG00000168994.14	PXDC1	1.02658479396752	1084.75420084547	3.92337874344334e-05	0.00235074255688545
ENSG00000108840.15	HDAC5	-1.06815487334083	2102.66897575229	3.97589503912889e-05	0.00237117962472493
ENSG00000187634.12	SAMD11	2.00876995230684	290.663912187488	4.1001740868572e-05	0.00243402961229928
ENSG00000187955.12	COL14A1	-1.8544776717436	995.317617697671	4.25935865478722e-05	0.00251692927481509
ENSG00000187260.16	WDR86	-3.1698470030366	54.2829436113738	4.37062069802526e-05	0.00257088291470143
ENSG00000180875.5	GREM2	1.19346738449367	1344.68958061039	4.49309736039589e-05	0.00263091273620999
ENSG00000089472.16	HEPH	-0.663210033943232	2235.54235152257	4.53416283393502e-05	0.0026429450509842
ENSG00000125966.10	MMP24	0.997085235844818	264.906269054704	4.6543681062613e-05	0.00270079143895757
ENSG00000229847.9	EMX2OS	-0.669355975878923	1447.70101891916	4.77294889087233e-05	0.00275718061041333
ENSG00000145349.17	CAMK2D	-0.767530959498428	4116.38959277596	4.92773195494672e-05	0.00283388585016177
ENSG00000041353.10	RAB27B	-1.11960803495796	2101.53571464658	4.95491040758343e-05	0.00283685137202176
ENSG00000105509.11	HAS1	2.36828891285807	52.4651088374938	5.2255823601401e-05	0.00297858194527986
ENSG00000113070.8	HBEGF	1.63099851515225	860.813718218367	5.29166306467753e-05	0.00300296051097692
ENSG00000134245.18	WNT2B	-1.87476183022866	337.020244171752	5.31554157979728e-05	0.00300328099258546
ENSG00000144460.12	NYAP2	3.10794508190877	135.924848748175	5.34470185519336e-05	0.00300656983836685
ENSG00000126822.17	PLEKHG3	-0.687872784545896	553.942571551682	5.50534957097323e-05	0.00308347448579466
ENSG00000175482.9	POLD4	0.72546936732499	325.627555915949	5.58512920743098e-05	0.00311461620996216
ENSG00000100600.15	LGMN	0.754291648777932	2575.13525827616	5.61201600950554e-05	0.00311612026872631
ENSG00000132432.14	SEC61G	0.726644504359289	2355.64485556369	5.70270302640857e-05	0.00315288499511568
ENSG00000106799.13	TGFBR1	0.672102252082665	1134.20759031913	5.99811192850331e-05	0.00330203751551195
ENSG00000158710.15	TAGLN2	0.91399154715685	12422.5524485873	6.1492267981995e-05	0.00337082296231515
ENSG00000171051.9	FPR1	2.98583194006158	53.3902223309116	6.23198504012352e-05	0.00340171319012166
ENSG00000145936.9	KCNMB1	1.4244239249831	586.20824136661	6.57059020867075e-05	0.00357140688051041
ENSG00000116406.19	EDEM3	0.515901764878499	917.364209155774	6.62242828160728e-05	0.00358445887074223
ENSG00000111077.18	TNS2	-1.40532484339762	906.748420542393	6.8051558751185e-05	0.00366795054323333
ENSG00000213853.10	EMP2	-0.553229387621743	787.861144355032	6.90548404120455e-05	0.00370651855911654
ENSG00000130066.16	SAT1	0.509770887724141	5323.41422340442	7.03078640201447e-05	0.00375811578550832
ENSG00000064652.11	SNX24	0.955838684382876	250.264248944622	7.32054878091388e-05	0.00389683096676581
ENSG00000141469.18	SLC14A1	-2.3886341153502	151.753742314033	7.37421045578627e-05	0.00390924193791929
ENSG00000172057.10	ORMDL3	0.519231088528272	1736.20252533147	7.48167396422384e-05	0.00394995590193162
ENSG00000078725.13	BRINP1	-0.704696749863938	555.357423362535	7.85908341731288e-05	0.00413227398293161
ENSG00000073756.12	PTGS2	1.23907942655186	2410.35522236516	8.00656274301721e-05	0.00419270492908731
ENSG00000178752.16	ERFE	-1.14976957143258	167.123722908846	8.11831610380564e-05	0.00423401409106171
ENSG00000011478.12	QPCTL	0.644588143049558	1079.13996043089	8.15525639102589e-05	0.00423612954956434
ENSG00000152818.18	UTRN	-0.532733687429428	2154.359258149	8.24826308339569e-05	0.00426723393736158
ENSG00000118985.16	ELL2	0.72525183193541	2040.76665052125	8.43662908083544e-05	0.00432990660634749
ENSG00000027847.14	B4GALT7	0.576728854761721	1220.75523849671	8.41965571342294e-05	0.00432990660634749
ENSG00000184752.13	NDUFA12	0.687855761893269	1035.06915939506	8.47386575813736e-05	0.00433175947207641
ENSG00000078018.20	MAP2	-1.2757160609343	561.606880049173	8.52785852702522e-05	0.00433692915934162
ENSG00000146966.13	DENND2A	-2.53274601803363	83.4201753043127	8.55131195833544e-05	0.00433692915934162
ENSG00000197256.10	KANK2	-0.803810215417353	7256.06215943452	8.61569395076664e-05	0.0043524458617167
ENSG00000236824.2	BCYRN1	1.0081938313307	282.211723444624	9.20862784632072e-05	0.00463381030923061
ENSG00000158019.21	BABAM2	-0.58315193059318	510.7958695922	9.24741384226265e-05	0.00463522121074037
ENSG00000131015.5	ULBP2	1.75363929642632	143.884584448954	9.87806274001431e-05	0.00493213969832807
ENSG00000197780.10	TAF13	0.881016501658944	1494.57865169619	9.9768408208511e-05	0.0049622263881932
ENSG00000115468.12	EFHD1	1.28507012796111	573.304445053766	0.000102726551274336	0.00508970551352307
