miRNA	gene.ID	gene.Symbol	invFC	cor.fc	cor.sam	q	db	db.sum	q.mirtarbase	q.targetscan.default	q.targetscan.noncons	q.tarbase	q.mirwalk	q.mirdip	gene.log2FC	gene.log2cpm	gene.pval	gene.padj	mir.log2FC	mir.log2cpm	mir.pval	mir.padj	iact.pval	iact.padj	gene.and.mir.de
351	hsa-miR-125a-3p	ENSG00000103994	ZNF106	TRUE	0.944326942179592	-0.533505385686345	1	000011	2	0	0	0	0	1	0.984165	-0.549505725997752	3633.66046151672	0.000169475286900888	0.00737561029005824	0.643708150320365	4.76850861813738	0.0022104207522987	0.031053715934733	0.00237989603919959	0.00345876490670756	TRUE
358	hsa-miR-125a-3p	ENSG00000109819	PPARGC1A	TRUE	0.105700492433507	-0.190144972052926	0.9855372	000011	2	0	0	0	0	0.923076923076923	0.9855372	-1.54142681834513	130.402389228722	0.00118994506982773	0.02976161281276	0.643708150320365	4.76850861813738	0.0022104207522987	0.031053715934733	0.00340036582212643	0.00405182355349174	TRUE
360	hsa-miR-125a-3p	ENSG00000110881	ASIC1	TRUE	-0.256604937601899	-0.66111354819996	1	000011	2	0	0	0	0	1	0.9815267	-0.858761669819228	278.710902034052	0.00156972141660168	0.0349846908108353	0.643708150320365	4.76850861813738	0.0022104207522987	0.031053715934733	0.00378014216890038	0.00431506794751836	TRUE
369	hsa-miR-125a-3p	ENSG00000116132	PRRX1	TRUE	-0.0464514027591088	-0.270723724911951	0.9855387	001001	2	0	0	0.98	0	0	0.9855387	-0.528442872536891	7565.44545377575	0.000443398732377615	0.0143875628979558	0.643708150320365	4.76850861813738	0.0022104207522987	0.031053715934733	0.00265381948467632	0.00354076683873629	TRUE
371	hsa-miR-125a-3p	ENSG00000116667	C1orf21	TRUE	-0.220049404335669	-0.522276585883857	1	000011	2	0	0	0	0	1	0.9850785	-0.525733532452327	1376.06149652433	0.0012963554013714	0.0310980452150212	0.643708150320365	4.76850861813738	0.0022104207522987	0.031053715934733	0.0035067761536701	0.00412689572107419	TRUE
379	hsa-miR-125a-3p	ENSG00000132589	FLOT2	TRUE	0.63145564866471	-0.638216689370622	1	000011	2	0	0	0	0	1	0.9837271	-0.390229000932894	2576.6797274936	0.000586973091372929	0.0175438221880883	0.643708150320365	4.76850861813738	0.0022104207522987	0.031053715934733	0.00279739384367163	0.00359742145500187	TRUE
380	hsa-miR-125a-3p	ENSG00000133083	DCLK1	TRUE	-0.875330503292009	-0.603118680481317	1	000011	2	0	0	0	0	1	0.9862577	-2.09546560329099	237.539291591787	3.47079491770698e-17	6.38725430427162e-14	0.643708150320365	4.76850861813738	0.0022104207522987	0.031053715934733	0.00221042075229873	0.00345876490670756	TRUE
387	hsa-miR-125a-3p	ENSG00000139625	MAP3K12	TRUE	-0.189528445766761	-0.505239512980123	0.99	001001	2	0	0	0.99	0	0	0.9856676	-0.776593204882954	825.489577290542	0.00200442775641381	0.0411818793590474	0.643708150320365	4.76850861813738	0.0022104207522987	0.031053715934733	0.00421484850871251	0.00456942170649287	TRUE
395	hsa-miR-125a-3p	ENSG00000149294	NCAM1	TRUE	-0.558390220420398	-0.336816257926084	1	000011	2	0	0	0	0	1	0.9838097	-0.490653537789254	2606.78868346981	0.000207886226916115	0.00858330248440189	0.643708150320365	4.76850861813738	0.0022104207522987	0.031053715934733	0.00241830697921481	0.00345876490670756	TRUE
399	hsa-miR-125a-3p	ENSG00000151892	GFRA1	TRUE	-0.966283852439132	-0.929066260053014	1	000011	2	0	0	0	0	1	0.9857266	-1.24096347425665	639.047534643918	0.000257409176020511	0.0100908064451967	0.643708150320365	4.76850861813738	0.0022104207522987	0.031053715934733	0.00246782992831921	0.00345876490670756	TRUE
425	hsa-miR-125a-3p	ENSG00000172731	LRRC20	TRUE	-0.981699565146953	-0.785269175518992	1	000011	2	0	0	0	0	1	0.9810271	-0.920109706442815	429.963128624133	0.000842458790603972	0.0228956838408447	0.643708150320365	4.76850861813738	0.0022104207522987	0.031053715934733	0.00305287954290267	0.00378693632022689	TRUE
426	hsa-miR-125a-3p	ENSG00000173068	BNC2	TRUE	-0.685087997908611	-0.583237253875179	1	000011	2	0	0	0	0	1	0.9854938	-0.70518271793474	491.700247423168	0.000363197703571619	0.0126384233926986	0.643708150320365	4.76850861813738	0.0022104207522987	0.031053715934733	0.00257361845587032	0.00348118512679207	TRUE
429	hsa-miR-125a-3p	ENSG00000181467	RAP2B	TRUE	-0.152010047153712	-0.422962407315279	0.9856882	000011	2	0	0	0	0	0.923076923076923	0.9856882	-0.750109103674054	1743.608105983	0.000233728041739872	0.00940901448029072	0.643708150320365	4.76850861813738	0.0022104207522987	0.031053715934733	0.00244414879403857	0.00345876490670756	TRUE
436	hsa-miR-125a-3p	ENSG00000187231	SESTD1	TRUE	-0.695291100291167	-0.219870365906359	0.9858719	000011	2	0	0	0	0	0.961538461538462	0.9858719	-0.847862408256557	806.407790189066	0.00110086176492391	0.0283059905304388	0.643708150320365	4.76850861813738	0.0022104207522987	0.031053715934733	0.00331128251722261	0.00397090905333499	TRUE
440	hsa-miR-125a-3p	ENSG00000196782	MAML3	TRUE	0.570832543115687	-0.477291431331261	0.9861034	001001	2	0	0	0.92	0	0	0.9861034	-1.28053145718902	128.268916333991	0.00177845496093618	0.0378678624905452	0.643708150320365	4.76850861813738	0.0022104207522987	0.031053715934733	0.00398887571323488	0.00439139253458695	TRUE
454	hsa-miR-1275	ENSG00000072952	IRAG1	TRUE	-0.0233512885295361	-0.919193436119721	1	000011	2	0	0	0	0	1	0.9884688	-0.975977503851825	3975.96141297134	5.86794042826755e-07	7.95692722073079e-05	1.6074030112479	2.69390724875014	4.82332597563851e-06	0.000277823576196778	5.41012001846527e-06	0.000288034789783091	TRUE
461	hsa-miR-1275	ENSG00000089041	P2RX7	TRUE	-0.23325967799568	-0.71913656558936	0.9854582	001001	2	0	0	0.97	0	0	0.9854582	-1.41056025998819	46.60113859889	0.000994460842055366	0.0261185650540407	1.6074030112479	2.69390724875014	4.82332597563851e-06	0.000277823576196778	0.000999284168031004	0.00298611022792575	TRUE
464	hsa-miR-1275	ENSG00000095637	SORBS1	TRUE	-0.664765860711402	-0.672442199307307	1	000011	2	0	0	0	0	1	0.9858026	-0.571421779952696	1148.04166005198	0.00168851179674277	0.0364345208804696	1.6074030112479	2.69390724875014	4.82332597563851e-06	0.000277823576196778	0.00169333512271841	0.00324759228867176	TRUE
467	hsa-miR-1275	ENSG00000100307	CBX7	TRUE	-0.765407444040338	-0.934227456092338	1	000011	2	0	0	0	0	1	0.9858863	-0.634513711094181	555.980763009806	0.00255928814415413	0.0485548599013159	1.6074030112479	2.69390724875014	4.82332597563851e-06	0.000277823576196778	0.00256411147012977	0.00348118512679207	TRUE
479	hsa-miR-1275	ENSG00000110881	ASIC1	TRUE	-0.662994815433362	-0.478059111220127	0.9873826	000011	2	0	0	0	0	0.980769230769231	0.9873826	-0.858761669819228	278.710902034052	0.00156972141660168	0.0349846908108353	1.6074030112479	2.69390724875014	4.82332597563851e-06	0.000277823576196778	0.00157454474257732	0.00314607843721459	TRUE
482	hsa-miR-1275	ENSG00000111262	KCNA1	TRUE	0.174082857671766	-0.135816728581045	1	000011	2	0	0	0	0	1	0.9891385	-1.20934820529613	127.518320599406	0.00150960316613656	0.0342975449491555	1.6074030112479	2.69390724875014	4.82332597563851e-06	0.000277823576196778	0.0015144264921122	0.00309950028346767	TRUE
483	hsa-miR-1275	ENSG00000111962	UST	TRUE	0.451866049537998	0.0380498198856731	0.9870996	000011	2	0	0	0	0	0.923076923076923	0.9870996	-0.6855923659062	1557.69737608241	0.00232719341985531	0.0460250445602198	1.6074030112479	2.69390724875014	4.82332597563851e-06	0.000277823576196778	0.00233201674583095	0.00345876490670756	TRUE
486	hsa-miR-1275	ENSG00000116132	PRRX1	TRUE	-0.526353966978525	-0.907184230140872	0.9842155	000011	2	0	0	0	0	0.923076923076923	0.9842155	-0.528442872536891	7565.44545377575	0.000443398732377615	0.0143875628979558	1.6074030112479	2.69390724875014	4.82332597563851e-06	0.000277823576196778	0.000448222058353254	0.00226837855387141	TRUE
487	hsa-miR-1275	ENSG00000116584	ARHGEF2	TRUE	0.658461387934013	-0.670945012255904	1	000011	2	0	0	0	0	1	0.9839858	-0.526002814022609	2037.68167923327	3.74322938816068e-05	0.00225328415786383	1.6074030112479	2.69390724875014	4.82332597563851e-06	0.000277823576196778	4.22556198572453e-05	0.000743660394499161	TRUE
495	hsa-miR-1275	ENSG00000133083	DCLK1	TRUE	0.417825871071912	-0.875718607150068	0.9846071	000011	2	0	0	0	0	0.923076923076923	0.9846071	-2.09546560329099	237.539291591787	3.47079491770698e-17	6.38725430427162e-14	1.6074030112479	2.69390724875014	4.82332597563851e-06	0.000277823576196778	4.82332597567322e-06	0.000267493619734211	TRUE
497	hsa-miR-1275	ENSG00000133943	DGLUCY	TRUE	-0.791371701516756	-0.872972512899141	0.9852013	000011	2	0	0	0	0	0.923076923076923	0.9852013	-0.795527177378356	611.995645780031	0.000150566993060073	0.00677701949782637	1.6074030112479	2.69390724875014	4.82332597563851e-06	0.000277823576196778	0.000155390319035712	0.00178427409113047	TRUE
500	hsa-miR-1275	ENSG00000135842	NIBAN1	TRUE	0.756547412353445	-0.8747086192872	1	000011	2	0	0	0	0	1	0.9838916	-0.983005196425862	3888.04474056088	0.000277091652091098	0.0107514899464986	1.6074030112479	2.69390724875014	4.82332597563851e-06	0.000277823576196778	0.000281914978066737	0.00226089147720742	TRUE
510	hsa-miR-1275	ENSG00000142494	SLC47A1	TRUE	-0.126313853665232	-0.52341737888475	0.9	100000	1	0.9	0	0	0	0	0	-0.838621018479826	214.434499378428	0.000257714277322599	0.0100908064451967	1.6074030112479	2.69390724875014	4.82332597563851e-06	0.000277823576196778	0.000262537603298238	0.00226089147720742	TRUE
517	hsa-miR-1275	ENSG00000144677	CTDSPL	TRUE	-0.0225716901323512	-0.880986482468114	1	000011	2	0	0	0	0	1	0.9858369	-0.558995983964899	538.797836704177	0.00134009324675064	0.031792046417388	1.6074030112479	2.69390724875014	4.82332597563851e-06	0.000277823576196778	0.00134491657272628	0.00305475078207965	TRUE
551	hsa-miR-1275	ENSG00000168386	FILIP1L	TRUE	-0.335405783500257	-0.89460798299367	0.9837642	001001	2	0	0	0.98	0	0	0.9837642	-0.891398553767426	694.765343366975	0.0025977727221577	0.0489963516937562	1.6074030112479	2.69390724875014	4.82332597563851e-06	0.000277823576196778	0.00260259604813334	0.00350968119560838	TRUE
583	hsa-miR-129-5p	ENSG00000006747	SCIN	TRUE	-0.668801106703353	-0.549967208568273	0.9	100000	1	0.9	0	0	0	0	0	-1.34904379877892	3929.01910879772	1.94731170670096e-05	0.00141724685908033	0.878824592521757	5.08237125420716	0.000762419750319191	0.0168905298532252	0.000781892867386201	0.00294815695889811	TRUE
584	hsa-miR-129-5p	ENSG00000030419	IKZF2	TRUE	-0.759786306226992	-0.398099910905882	1	000011	2	0	0	0	0	1	0.9861221	-0.866453796113886	88.2141043184415	0.00186750059132147	0.0393090565643844	0.878824592521757	5.08237125420716	0.000762419750319191	0.0168905298532252	0.00262992034164066	0.00352509967243073	TRUE
585	hsa-miR-129-5p	ENSG00000048052	HDAC9	TRUE	-0.442817240529736	-0.194640087446642	0.9849427	000011	2	0	0	0	0	0.923076923076923	0.9849427	-1.23794739713966	204.539918691724	0.000305293288241972	0.0112687339230174	0.878824592521757	5.08237125420716	0.000762419750319191	0.0168905298532252	0.00106771303856116	0.00298611022792575	TRUE
591	hsa-miR-129-5p	ENSG00000091656	ZFHX4	TRUE	-0.110384883661932	-0.181060502710341	0.9840826	000011	2	0	0	0	0	0.923076923076923	0.9840826	-0.693363584017699	975.928077423435	0.000241842333109685	0.00963452525164832	0.878824592521757	5.08237125420716	0.000762419750319191	0.0168905298532252	0.00100426208342888	0.00298611022792575	TRUE
602	hsa-miR-129-5p	ENSG00000117643	MAN1C1	TRUE	-0.870520361341097	-0.115597259143113	0.9	100000	1	0.9	0	0	0	0	0	-1.08170908034671	1475.64855084204	0.00135520534364629	0.0319739106902042	0.878824592521757	5.08237125420716	0.000762419750319191	0.0168905298532252	0.00211762509396548	0.00345876490670756	TRUE
605	hsa-miR-129-5p	ENSG00000132561	MATN2	TRUE	-0.603467528233481	-0.609097147505267	0.985424	001001	2	0	0	0.97	0	0	0.985424	-1.27440374278941	745.505998465981	0.000118234565694712	0.00559962380617382	0.878824592521757	5.08237125420716	0.000762419750319191	0.0168905298532252	0.000880654316013903	0.00298611022792575	TRUE
609	hsa-miR-129-5p	ENSG00000134531	EMP1	TRUE	-0.815318023189927	-0.767219740903472	0.9860476	001001	2	0	0	0.98	0	0	0.9860476	-1.14363894888888	850.819090026481	3.57786764706273e-05	0.00219067996100572	0.878824592521757	5.08237125420716	0.000762419750319191	0.0168905298532252	0.000798198426789818	0.00295644796548177	TRUE
613	hsa-miR-129-5p	ENSG00000143515	ATP8B2	TRUE	-0.867716537970512	-0.255222749394647	0.9804121	010001	2	0	0.97	0	0	0	0.9804121	-0.595842880478814	4489.20274984341	0.00119761430589291	0.0298404851519247	0.878824592521757	5.08237125420716	0.000762419750319191	0.0168905298532252	0.0019600340562121	0.00337928151401335	TRUE
615	hsa-miR-129-5p	ENSG00000145349	CAMK2D	TRUE	-0.664036481681891	-0.0370967328645155	0.9864109	010001	2	0	0.94	0	0	0	0.9864109	-0.767530959498428	4116.38959277596	4.92773195494672e-05	0.00283388585016177	0.878824592521757	5.08237125420716	0.000762419750319191	0.0168905298532252	0.000811697069868658	0.00297622258951841	TRUE
618	hsa-miR-129-5p	ENSG00000151491	EPS8	TRUE	-0.930307142040947	-0.274515631261723	0.9	100000	1	0.9	0	0	0	0	0	-0.770921689915364	4213.33679087987	2.49569606848856e-05	0.00169208193443524	0.878824592521757	5.08237125420716	0.000762419750319191	0.0168905298532252	0.000787376711004077	0.00295210817562373	TRUE
628	hsa-miR-129-5p	ENSG00000173068	BNC2	TRUE	-0.920535069567318	-0.0304735278548176	0.9844238	010001	2	0	0.81	0	0	0	0.9844238	-0.70518271793474	491.700247423168	0.000363197703571619	0.0126384233926986	0.878824592521757	5.08237125420716	0.000762419750319191	0.0168905298532252	0.00112561745389081	0.00298611022792575	TRUE
